dealID,proposedTickerSymbol_x,companyName_x,proposedExchange,proposedSharePrice,sharesOffered,pricedDate,dollarValueOfSharesOffered_x,dealStatus,proposedTickerSymbol_y,companyName_y,filedDate,dollarValueOfSharesOffered_y
1019613-96526,ULCC,"Frontier Group Holdings, Inc.",NASDAQ Global Select,19.00,"30,000,000",4/01/2021,"$570,000,000",Priced,ULCC,"Frontier Group Holdings, Inc.",3/08/2021,"$570,000,000"
1020331-96183,VEI,VINE ENERGY INC.,NYSE,14.00,"21,500,000",3/18/2021,"$301,000,000",Priced,VEI,VINE ENERGY INC.,2/22/2021,"$301,000,000"
1021041-100608,BJDX,"Bluejay Diagnostics, Inc.",NASDAQ Capital,10.00,"2,160,000",11/10/2021,"$21,600,000",Priced,BJDX,"Bluejay Diagnostics, Inc.",10/04/2021,"$21,600,000"
1024041-94767,UGRO,"urban-gro, Inc.",NASDAQ Capital,6.60,"3,030,303",1/13/2021,"$20,000,000",Priced,,,,
1025036-101680,REBN,"Reborn Coffee, Inc.",NASDAQ Capital,5.00,"1,440,000",8/12/2022,"$7,200,000",Priced,REBN,"Reborn Coffee, Inc.",12/29/2021,"$7,200,000"
1025376-104278,,,,,,,,,,"EV TRANSPORTATION SERVICES, INC.",9/16/2022,"$20,000,000"
1025591-100595,GFS,GLOBALFOUNDRIES Inc.,NASDAQ Global Select,47.00,"55,000,000",10/28/2021,"$2,585,000,000",Priced,GFS,GLOBALFOUNDRIES Inc.,10/04/2021,"$2,585,000,000"
1025876-101846,,,,,,,,,,"tru Shrimp Companies, Inc.",1/18/2022,"$18,975,000"
1028137-96907,AKYA,"Akoya Biosciences, Inc.",NASDAQ Global Select,20.00,"6,580,000",4/16/2021,"$131,600,000",Priced,AKYA,"Akoya Biosciences, Inc.",3/26/2021,"$131,600,000"
1028510-100829,BRZE,"Braze, Inc.",NASDAQ Global Select,65.00,"8,000,000",11/17/2021,"$520,000,000",Priced,BRZE,"Braze, Inc.",10/22/2021,"$520,000,000"
1028925-102816,BIAF,"bioAffinity Technologies, Inc.",NASDAQ Capital,6.125,"1,282,600",9/01/2022,"$7,862,338",Priced,BIAF,"bioAffinity Technologies, Inc.",4/25/2022,"$7,862,338"
1029348-109209,RDDT,"Reddit, Inc.",NYSE,34.00,"22,000,000",3/21/2024,"$748,000,000",Priced,RDDT,"Reddit, Inc.",2/22/2024,"$748,000,000"
1031312-93149,ATPC,Agape ATP Corp,NASDAQ Capital,4.00,"1,650,000",10/11/2023,"$6,600,000",Priced,,,,
1032111-111418,CSAI,"CLOUDASTRUCTURE, INC.",NASDAQ Capital,,"1,701,338",1/30/2025,"$3,315,167",Priced,CSAI,"CLOUDASTRUCTURE, INC.",9/11/2024,"$3,315,167"
1033321-103249,,,,,,,,,SAVU,BioLife4D Corp,6/03/2022,"$13,216,154.40"
1033342-110202,TEM,"Tempus AI, Inc.",NASDAQ Global Select,37.00,"11,100,000",6/14/2024,"$410,700,000",Priced,TEM,"Tempus AI, Inc.",5/20/2024,"$410,700,000"
1033700-94877,BTBD,"BT Brands, Inc.",NASDAQ Capital,5.00,"2,400,000",11/12/2021,"$12,000,000",Priced,,,,
1034555-96162,RXDX,"Prometheus Biosciences, Inc.",NASDAQ Global Select,19.00,"10,000,000",3/12/2021,"$190,000,000",Priced,RXDX,"Prometheus Biosciences, Inc.",2/19/2021,"$190,000,000"
1035649-99126,,,,,,,,,ISI,INTERNET SCIENCES INC.,8/31/2021,"$10,000,000"
1035813-101007,HCP,"HashiCorp, Inc.",NASDAQ Global Select,80.00,"15,300,000",12/09/2021,"$1,224,000,000",Priced,HCP,"HashiCorp, Inc.",11/04/2021,"$1,224,000,000"
1036181-100981,,,,,,,,,,HOOPS SCOUTING USA,11/03/2021,"$35,000"
1036790-95554,LGVN,Longeveron Inc.,NASDAQ Capital,10.00,"2,660,000",2/12/2021,"$26,600,000",Priced,LGVN,Longeveron Inc.,1/19/2021,"$26,600,000"
1037434-97225,,,,,,,,,,CAMPOSOL HOLDING PLC,4/19/2021,"$450,000,000"
1039763-97023,RAIN,Rain Oncology Inc.,NASDAQ Global Select,17.00,"7,352,941",4/23/2021,"$124,999,997",Priced,RAIN,Rain Oncology Inc.,4/02/2021,"$124,999,997"
1041842-96801,RPHM,"OnKure Therapeutics, Inc.",NASDAQ Global,15.00,"6,250,000",4/09/2021,"$93,750,000",Priced,RPHM,"OnKure Therapeutics, Inc.",3/19/2021,"$93,750,000"
1047375-96292,FNCH,"Finch Therapeutics Group, Inc.",NASDAQ Global Select,17.00,"7,500,000",3/19/2021,"$127,500,000",Priced,FNCH,"Finch Therapeutics Group, Inc.",2/26/2021,"$127,500,000"
1048446-101135,AMV,"Nxu, Inc.",NASDAQ Global,27.50,"1,852,345",9/27/2022,"$50,939,488",Priced,AMV,"Nxu, Inc.",11/12/2021,"$50,939,488"
1048460-96900,PATH,"UiPath, Inc.",NYSE,56.00,"23,890,777",4/21/2021,"$1,337,883,512",Priced,PATH,"UiPath, Inc.",3/26/2021,"$1,337,883,512"
1048726-95795,MOVE,Movano Inc.,NASDAQ Capital,5.00,"8,500,000",3/23/2021,"$42,500,000",Priced,MOVE,Movano Inc.,2/02/2021,"$42,500,000"
1049826-97746,ACXP,"Acurx Pharmaceuticals, Inc.",NASDAQ Capital,6.00,"2,500,000",6/25/2021,"$15,000,000",Priced,ACXP,"Acurx Pharmaceuticals, Inc.",5/27/2021,"$15,000,000"
1050064-94360,VRPX,"Virpax Pharmaceuticals, Inc.",NASDAQ Capital,10.00,"1,800,000",2/17/2021,"$18,000,000",Priced,,,,
1050091-109191,ALAB,"Astera Labs, Inc.",NASDAQ Global Select,36.00,"19,800,000",3/20/2024,"$712,800,000",Priced,ALAB,"Astera Labs, Inc.",2/21/2024,"$712,800,000"
1050724-101236,,,,,,,,,,"Redaptive, Inc.",11/17/2021,"$100,000,000"
10510-95977,,,,,,,,,,"Protagenic Therapeutics, Inc.\new",2/11/2021,"$12,708,075"
1052407-102467,STSS,Sharps Technology Inc.,NASDAQ Capital,4.25,"3,750,000",4/14/2022,"$15,937,500",Priced,STSS,Sharps Technology Inc.,3/18/2022,"$15,937,500"
1052850-98317,RLYB,Rallybio Corp,NASDAQ Global Select,13.00,"6,200,000",7/29/2021,"$80,600,000",Priced,RLYB,Rallybio Corp,7/02/2021,"$80,600,000"
1054331-94420,INAB,"IN8BIO, INC.",NASDAQ Global,10.00,"4,000,000",7/30/2021,"$40,000,000",Priced,,,,
1055422-115312,,,,,,,,,LBZZ,Lendbuzz Inc.,9/12/2025,"$100,000,000"
1055531-103241,,,,,,,,,,CW Petroleum Corp,6/02/2022,"$17,249,995.50"
1057835-99324,THRX,"Theseus Pharmaceuticals, Inc.",NASDAQ Global Select,16.00,"10,000,200",10/07/2021,"$160,003,200",Priced,THRX,"Theseus Pharmaceuticals, Inc.",9/15/2021,"$160,003,200"
1061657-96490,AGTI,"AGILITI, INC. \DE",NYSE,14 .00,"26,315,789",4/23/2021,"$368,421,046",Priced,AGTI,"AGILITI, INC. \DE",3/05/2021,"$368,421,046"
1062699-96407,APP,Applovin Corp,NASDAQ Global Select,80.00,"25,000,000",4/15/2021,"$2,000,000,000",Priced,APP,Applovin Corp,3/02/2021,"$2,000,000,000"
1064023-98973,,,,,,,,,,iCIMS Holding LLC,8/19/2021,"$100,000,000"
1065115-111516,CAMP,Camp4 Therapeutics Corp,NASDAQ Global,11.00,"6,820,000",10/11/2024,"$75,020,000",Priced,CAMP,Camp4 Therapeutics Corp,9/20/2024,"$75,020,000"
1065118-98387,OBT,"Orange County Bancorp, Inc. /DE/",NASDAQ Capital,33.50,"1,000,000",8/05/2021,"$33,500,000",Priced,OBT,"Orange County Bancorp, Inc. /DE/",7/09/2021,"$33,500,000"
1065707-111774,,,,,,,,,,Elite Performance Holding Corp,10/21/2024,"$7,475,000"
1067365-95269,XM,Qualtrics International Inc.,NASDAQ Global Select,30.00,"51,695,568",1/28/2021,"$1,550,867,040",Priced,,,,
1067634-104158,LNKB,"LINKBANCORP, Inc.",NASDAQ Capital,7.50,"4,575,000",9/14/2022,"$34,312,500",Priced,LNKB,"LINKBANCORP, Inc.",9/07/2022,"$34,312,500"
1067706-98490,,,,,,,,,,"Castle Creek Biosciences, Inc.",7/16/2021,"$100,000,000"
1068685-108414,,,,,,,,,,EvoAir Holdings Inc.,11/28/2023,"$21,562,500"
1069728-95897,SNCY,"Sun Country Airlines Holdings, Inc.",NASDAQ Global Select,24.00,"9,090,909",3/17/2021,"$218,181,816",Priced,SNCY,"Sun Country Airlines Holdings, Inc.",2/08/2021,"$218,181,816"
1069954-96286,IAUM,iShares Gold Trust Micro,NYSE Arca,,"120,000,000",6/29/2021,"$1,000,000",Priced,IAUM,iShares Gold Trust Micro,2/26/2021,"$1,000,000"
1070150-88442,HKIT,HiTek Global Inc.,NASDAQ Capital,5.00,"3,200,000",3/31/2023,"$16,000,000",Priced,,,,
1070996-110580,ARDT,"Ardent Health, Inc.",NYSE,16.00,"12,000,000",7/18/2024,"$192,000,000",Priced,ARDT,"Ardent Health, Inc.",6/21/2024,"$192,000,000"
1072721-96129,KRT,Karat Packaging Inc.,NASDAQ Global Select,16.00,"3,950,000",4/15/2021,"$63,200,000",Priced,KRT,Karat Packaging Inc.,2/18/2021,"$63,200,000"
1074200-100726,BITB,Bitwise Bitcoin ETF,NYSE Arca,,,1/11/2024,"$25,000",Priced,BITB,Bitwise Bitcoin ETF,10/14/2021,"$25,000"
1074778-98203,ERAS,"Erasca, Inc.",NASDAQ Global Select,16.00,"18,750,000",7/16/2021,"$300,000,000",Priced,ERAS,"Erasca, Inc.",6/25/2021,"$300,000,000"
1075188-106807,TSBX,Turnstone Biologics Corp.,NASDAQ Global,12.00,"6,666,667",7/21/2023,"$80,000,004",Priced,TSBX,Turnstone Biologics Corp.,6/12/2023,"$80,000,004"
1075844-105622,,,,,,,,,,BioNexus Gene Lab Corp,2/14/2023,"$17,250,000"
1076126-103268,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",NASDAQ Capital,8.125,"1,225,888",8/31/2022,"$9,966,469",Priced,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6/03/2022,"$9,966,469"
1076177-97657,AOMR,"Angel Oak Mortgage REIT, Inc.",NYSE,19.00,"7,200,000",6/17/2021,"$136,800,000",Priced,AOMR,"Angel Oak Mortgage REIT, Inc.",5/19/2021,"$136,800,000"
1076318-98150,,,,,,,,,,CoJax Oil & Gas Corp,6/24/2021,"$2,592,500"
1076758-106078,KGS,"Kodiak Gas Services, Inc.",NYSE,16.00,"16,000,000",6/29/2023,"$256,000,000",Priced,KGS,"Kodiak Gas Services, Inc.",3/31/2023,"$256,000,000"
1077337-97970,DIDI,DiDi Global Inc.,NYSE,14.00,"316,800,000",6/30/2021,"$4,435,200,000",Priced,DIDI,DiDi Global Inc.,6/10/2021,"$4,435,200,000"
1077479-97084,PRVA,"Privia Health Group, Inc.",NASDAQ Global Select,23.00,"19,500,000",4/29/2021,"$448,500,000",Priced,PRVA,"Privia Health Group, Inc.",4/07/2021,"$448,500,000"
1077491-104319,,,,,,,,,,"Melt Pharmaceuticals, Inc.",9/21/2022,"$15,000,000"
1078106-98499,ELYM,"Climb Bio, Inc.",NASDAQ Global,12.50,"6,400,000",8/10/2021,"$80,000,000",Priced,ELYM,"Climb Bio, Inc.",7/16/2021,"$80,000,000"
1079152-97680,UNCY,"Unicycive Therapeutics, Inc.",NASDAQ Capital,5.00,"5,000,000",7/13/2021,"$25,000,000",Priced,UNCY,"Unicycive Therapeutics, Inc.",5/21/2021,"$25,000,000"
1079716-113203,CRWV,"CoreWeave, Inc.",NASDAQ Global Select,40.00,"37,500,000",3/28/2025,"$1,500,000,000",Priced,CRWV,"CoreWeave, Inc.",3/03/2025,"$1,500,000,000"
1080020-104954,MGRM,Monogram Technologies Inc.,NASDAQ Capital,7.25,"2,374,641",5/18/2023,"$17,216,147",Priced,MGRM,Monogram Technologies Inc.,11/29/2022,"$17,216,147"
1080043-111006,VENU,Venu Holding Corp,NYSE MKT,10.00,"1,200,000",11/27/2024,"$12,000,000",Priced,VENU,Venu Holding Corp,8/06/2024,"$12,000,000"
1080053-99185,,,,,,,,,,"Augmedix, Inc.",9/03/2021,"$40,000,000.00"
1080443-96905,LITM,Snow Lake Resources Ltd.,NASDAQ Capital,7.50,"3,200,000",11/19/2021,"$24,000,000",Priced,LITM,Snow Lake Resources Ltd.,3/26/2021,"$24,000,000"
1081180-95512,,,,,,,,,,"PurposeBuilt Brands, Inc.",1/15/2021,"$100,000,000"
1084128-97193,GRVI,"UPEXI, INC.",NASDAQ Capital,5.00,"2,200,000",6/24/2021,"$11,000,000",Priced,GRVI,"UPEXI, INC.",4/15/2021,"$11,000,000"
1085301-111217,MBX,"MBX Biosciences, Inc.",NASDAQ Global Select,16.00,"10,200,000",9/13/2024,"$163,200,000",Priced,MBX,"MBX Biosciences, Inc.",8/23/2024,"$163,200,000"
1086008-96445,GMVD,G Medical Innovations Holdings Ltd.,NASDAQ Capital,5.00,"3,000,000",6/25/2021,"$15,000,000",Priced,GMVD,G Medical Innovations Holdings Ltd.,3/04/2021,"$15,000,000"
1086276-95548,BPTS,Biophytis SA,NASDAQ Capital,16.75,"1,200,000",2/10/2021,"$20,100,000",Priced,BPTS,Biophytis SA,1/19/2021,"$20,100,000"
1086443-96977,EDR,"Endeavor Group Holdings, Inc.",NYSE,24.00,"21,300,000",4/29/2021,"$511,200,000",Priced,EDR,"Endeavor Group Holdings, Inc.",3/31/2021,"$511,200,000"
1086556-112697,AARD,"Aardvark Therapeutics, Inc.",NASDAQ Global Select,16.00,"5,888,000",2/13/2025,"$94,208,000",Priced,AARD,"Aardvark Therapeutics, Inc.",1/23/2025,"$94,208,000"
1086662-101527,,,,,,,,,,CERBERUS CYBER SENTINEL CORP,12/14/2021,"$11,500,000"
1088151-102457,,,,,,,,,BFFI,BFFI GROUP INC,3/18/2022,
1090332-109774,GAUZ,Gauzy Ltd.,NASDAQ Global,17.00,"4,411,765",6/06/2024,"$75,000,005",Priced,GAUZ,Gauzy Ltd.,4/15/2024,"$75,000,005"
1090733-99098,RELY,"Remitly Global, Inc.",NASDAQ Global Select,43.00,"12,162,777",9/23/2021,"$522,999,411",Priced,RELY,"Remitly Global, Inc.",8/30/2021,"$522,999,411"
1090807-99379,PYXS,"Pyxis Oncology, Inc.",NASDAQ Global Select,16.00,"10,500,000",10/08/2021,"$168,000,000",Priced,PYXS,"Pyxis Oncology, Inc.",9/17/2021,"$168,000,000"
1090879-100669,BWV,"Onconetix, Inc.",NASDAQ Capital,9.00,"2,222,222",2/18/2022,"$19,999,998",Priced,BWV,"Onconetix, Inc.",10/08/2021,"$19,999,998"
1091222-102528,,,,,,,,,,"Strawberry Fields REIT, Inc.",3/28/2022,"$587,026"
1091433-97866,ELEV,"Elevation Oncology, Inc.",NASDAQ Global Select,16.00,"6,250,000",6/25/2021,"$100,000,000",Priced,ELEV,"Elevation Oncology, Inc.",6/04/2021,"$100,000,000"
1091575-90811,MITQ,MOVING iMAGE TECHNOLOGIES INC.,NYSE MKT,3.00,"4,200,000",7/08/2021,"$12,600,000",Priced,,,,
1091972-97290,TCRX,"TScan Therapeutics, Inc.",NASDAQ Global,15.00,"6,666,667",7/16/2021,"$100,000,005",Priced,TCRX,"TScan Therapeutics, Inc.",4/23/2021,"$100,000,005"
1092125-100492,WBEV,"Winc, Inc.",NYSE MKT,13.00,"1,692,308",11/11/2021,"$22,000,004",Priced,WBEV,"Winc, Inc.",9/27/2021,"$22,000,004"
1092769-98285,HOOD,"Robinhood Markets, Inc.",NASDAQ Global Select,38.00,"55,000,000",7/29/2021,"$2,090,000,000",Priced,HOOD,"Robinhood Markets, Inc.",7/01/2021,"$2,090,000,000"
1092901-95503,LHDX,"Lucira Health, Inc.",NASDAQ Global Select,17.00,"9,000,000",2/05/2021,"$153,000,000",Priced,LHDX,"Lucira Health, Inc.",1/15/2021,"$153,000,000"
1093150-95494,,,,,,,,,,WeTrade Group Inc.,1/15/2021,"$69,000,000"
1093382-105362,TRNR,"Interactive Strength, Inc.",NASDAQ Global,8.00,"1,500,000",4/28/2023,"$12,000,000",Priced,TRNR,"Interactive Strength, Inc.",1/17/2023,"$12,000,000"
109349-102733,ASNS,ACTELIS NETWORKS INC,NASDAQ Capital,4.00,"3,750,000",5/13/2022,"$15,000,000",Priced,ASNS,ACTELIS NETWORKS INC,4/15/2022,"$15,000,000"
1093675-97114,HOWL,"Werewolf Therapeutics, Inc.",NASDAQ Global Select,16.00,"7,500,000",4/30/2021,"$120,000,000",Priced,HOWL,"Werewolf Therapeutics, Inc.",4/08/2021,"$120,000,000"
1093818-108738,MGX,"Metagenomi, Inc.",NASDAQ Global Select,15.00,"6,250,000",2/09/2024,"$93,750,000",Priced,MGX,"Metagenomi, Inc.",1/05/2024,"$93,750,000"
1093872-99205,BEAT,"HeartBeam, Inc.",NASDAQ Capital,6.00,"2,750,000",11/11/2021,"$16,500,000",Priced,BEAT,"HeartBeam, Inc.",9/07/2021,"$16,500,000"
1094228-101831,ACLX,"Arcellx, Inc.",NASDAQ Global Select,15.00,"8,250,000",2/04/2022,"$123,750,000",Priced,ACLX,"Arcellx, Inc.",1/14/2022,"$123,750,000"
1094348-95454,LABP,"Landos Biopharma, Inc.",NASDAQ Global,16.00,"6,250,000",2/04/2021,"$100,000,000",Priced,LABP,"Landos Biopharma, Inc.",1/13/2021,"$100,000,000"
1094442-90455,EJH,E-Home Household Service Holdings Ltd,NASDAQ Capital,4.50,"5,555,556",5/14/2021,"$25,000,002",Priced,,,,
1094531-115124,,,,,,,,,SEV,Aptera Motors Corp,8/27/2025,"$31,107,109.04"
1095526-98736,TIVC,"Tivic Health Systems, Inc.",NASDAQ Capital,5.00,"3,000,000",11/11/2021,"$15,000,000",Priced,TIVC,"Tivic Health Systems, Inc.",8/03/2021,"$15,000,000"
1095677-100855,,,,,,,,,,"Freehold Properties, Inc.",10/22/2021,"$115,000,000"
1095941-110139,CASK,"Heritage Distilling Holding Company, Inc.",NASDAQ Capital,4.00,"1,687,500",11/22/2024,"$6,750,000",Priced,CASK,"Heritage Distilling Holding Company, Inc.",5/13/2024,"$6,750,000"
1095969-90609,SDH,"Sunrise New Energy Co., Ltd.",NASDAQ Capital,4.00,"6,720,000",2/09/2021,"$26,880,000",Priced,,,,
1096974-96479,EWTX,"Edgewise Therapeutics, Inc.",NASDAQ Global Select,16.00,"11,000,000",3/26/2021,"$176,000,000",Priced,EWTX,"Edgewise Therapeutics, Inc.",3/05/2021,"$176,000,000"
1097055-96697,,,,,,,,,SVFD,Save Foods Inc.,3/16/2021,"$15,054,540.00"
1097333-96290,TIL,"Instil Bio, Inc.",NASDAQ Global Select,20.00,"16,000,000",3/19/2021,"$320,000,000",Priced,TIL,"Instil Bio, Inc.",2/26/2021,"$320,000,000"
1097918-98392,IMRX,Immuneering Corp,NASDAQ Global,15.00,"7,500,000",7/30/2021,"$112,500,000",Priced,IMRX,Immuneering Corp,7/09/2021,"$112,500,000"
1098343-104979,,,,,,,,,,"Direct Communication Solutions, Inc.",12/01/2022,"$17,020,000"
1098358-95970,FLGC,Flora Growth Corp.,NASDAQ Capital,5.00,"3,333,333",5/11/2021,"$16,666,665",Priced,FLGC,Flora Growth Corp.,2/11/2021,"$16,666,665"
1098963-98365,ICVX,"Icosavax, Inc.",NASDAQ Global Select,15.00,"12,133,333",7/29/2021,"$181,999,995",Priced,ICVX,"Icosavax, Inc.",7/07/2021,"$181,999,995"
10992-104201,,,,,,,,,VTRO,"Vitro Biopharma, Inc.",9/09/2022,"$6,900,000"
1100128-90972,QLI,BGM Group Ltd.,NASDAQ Global,5.00,"5,000,000",1/12/2021,"$25,000,000",Priced,,,,
1100359-101731,,,,,,,,,,Affinia Therapeutics Inc.,1/04/2022,"$100,000,000"
1100764-98182,VTEX,VTEX,NYSE,19.00,"19,000,000",7/21/2021,"$361,000,000",Priced,VTEX,VTEX,6/25/2021,"$361,000,000"
1101664-114425,CARL,"CARLSMED, INC.",NASDAQ Global Select,15.00,"6,700,000",7/23/2025,"$100,500,000",Priced,CARL,"CARLSMED, INC.",6/26/2025,"$100,500,000"
1102849-106067,,,,,,,,,,OS THERAPIES Inc,3/31/2023,"$11,500,000"
1102849-110305,OSTX,OS THERAPIES Inc,NYSE MKT,4.00,"1,600,000",8/01/2024,"$6,400,000",Priced,OSTX,OS THERAPIES Inc,5/30/2024,"$6,400,000"
1102994-113953,CHYM,"Chime Financial, Inc.",NASDAQ Global Select,27.00,"32,000,000",6/12/2025,"$864,000,000",Priced,CHYM,"Chime Financial, Inc.",5/13/2025,"$864,000,000"
1104738-91358,TIRX,TIAN RUIXIANG HOLDINGS LTD,NASDAQ Global,4.00,"3,000,000",1/27/2021,"$12,000,000",Priced,,,,
1105769-97958,AVTE,"Jade Biosciences, Inc.",NASDAQ Global,14.00,"8,682,142",6/30/2021,"$121,549,988",Priced,AVTE,"Jade Biosciences, Inc.",6/09/2021,"$121,549,988"
1106400-100760,TCBX,"Third Coast Bancshares, Inc.",NASDAQ Global Select,25.00,"3,500,000",11/09/2021,"$87,500,000",Priced,TCBX,"Third Coast Bancshares, Inc.",10/15/2021,"$87,500,000"
1106434-91454,WGLD,wShares Enhanced Gold ETF,NYSE Arca,18.00,"25,000,000",2/18/2021,"$450,000,000",Priced,,,,
1106546-91460,ATC,Atotech Ltd,NYSE,17.00,"29,268,000",2/04/2021,"$497,556,000",Priced,,,,
1107381-95227,AGFY,"RYTHM, Inc.",NASDAQ Capital,10.00,"5,400,000",1/28/2021,"$54,000,000",Priced,,,,
1108642-105636,,,,,,,,,,"Industries of the Americas, Inc.",2/14/2023,"$10,000,000"
1109787-114007,VOYG,"Voyager Technologies, Inc./DE",NYSE,31.00,"12,348,387",6/11/2025,"$382,799,997",Priced,VOYG,"Voyager Technologies, Inc./DE",5/16/2025,"$382,799,997"
1109989-108267,,,,,,,,,CAST,"Freecast, Inc.",11/13/2023,"$25,024,000"
1110279-100532,,,,,,,,,,Claire's Holdings LLC,9/29/2021,"$100,000,000"
1110351-105431,,,,,,,,,THNK,"T1V, Inc.",1/24/2023,"$22,770,000"
1111048-91821,NLSP,NLS Pharmaceutics Ltd.,NASDAQ Capital,4.15,"4,819,277",1/29/2021,"$20,000,000",Priced,,,,
1111226-112542,,,,,,,,,AAGO,"Aspargo Labs, Inc.",1/10/2025,"$153,978,683.91"
1111426-97636,,,,,,,,,,437 CAPITAL Fund Corp,5/18/2021,"$20,000,000"
1112256-109352,BOLD,"Boundless Bio, Inc.",NASDAQ Global Select,16.00,"6,250,000",3/28/2024,"$100,000,000",Priced,BOLD,"Boundless Bio, Inc.",3/06/2024,"$100,000,000"
1112783-91967,UTME,UTime Ltd,NASDAQ Capital,4.00,"3,750,000",4/06/2021,"$15,000,000",Priced,,,,
1113022-97722,LYEL,"Lyell Immunopharma, Inc.",NASDAQ Global Select,17.00,"25,000,000",6/17/2021,"$425,000,000",Priced,LYEL,"Lyell Immunopharma, Inc.",5/25/2021,"$425,000,000"
1113025-96496,DSGN,"Design Therapeutics, Inc.",NASDAQ Global Select,20.00,"12,000,000",3/26/2021,"$240,000,000",Priced,DSGN,"Design Therapeutics, Inc.",3/05/2021,"$240,000,000"
1114185-101717,CRDO,Credo Technology Group Holding Ltd,NASDAQ Global Select,10.00,"20,000,000",1/27/2022,"$200,000,000",Priced,CRDO,Credo Technology Group Holding Ltd,1/03/2022,"$200,000,000"
1116284-101220,LASE,Laser Photonics Corp,NASDAQ Capital,5.00,"3,000,000",9/30/2022,"$15,000,000",Priced,LASE,Laser Photonics Corp,11/16/2021,"$15,000,000"
1116834-92348,WEIX,Dynamic Shares Trust,NYSE Arca,,,1/13/2022,"$100,000,000.00",Priced,,,,
1117469-115184,,,,,,,,,PTRN,Pattern Group Inc.,8/22/2025,"$369,642,855"
1118166-104550,JNVR,DeFi Development Corp.,NASDAQ Capital,4.00,"1,619,590",7/25/2023,"$6,478,360",Priced,JNVR,DeFi Development Corp.,10/14/2022,"$6,478,360"
1118779-102209,,,,,,,,,,"Gladstone Companies, Inc.",2/18/2022,"$50,000,000"
1118844-108216,,,,,,,,,QMIX,QMIS TBS Capital Group Corp.,11/09/2023,"$17,250,000"
1118882-98525,DDI,"DoubleDown Interactive Co., Ltd.",NASDAQ Global Select,18.00,"6,316,000",8/31/2021,"$113,688,000",Priced,DDI,"DoubleDown Interactive Co., Ltd.",7/20/2021,"$113,688,000"
1120689-97682,CNVY,"Convey Health Solutions Holdings, Inc.",NYSE,14.00,"13,333,334",6/16/2021,"$186,666,676",Priced,CNVY,"Convey Health Solutions Holdings, Inc.",5/21/2021,"$186,666,676"
1120803-97010,ANEB,"Anebulo Pharmaceuticals, Inc.",NASDAQ Capital,7.00,"3,000,000",5/07/2021,"$21,000,000",Priced,ANEB,"Anebulo Pharmaceuticals, Inc.",4/01/2021,"$21,000,000"
1120899-95444,SANA,"Sana Biotechnology, Inc.",NASDAQ Global Select,25.00,"23,500,000",2/04/2021,"$587,500,000",Priced,SANA,"Sana Biotechnology, Inc.",1/13/2021,"$587,500,000"
1121064-101505,LUCY,Innovative Eyewear Inc,NASDAQ Capital,7.50,"980,000",8/15/2022,"$7,350,000",Priced,LUCY,Innovative Eyewear Inc,12/13/2021,"$7,350,000"
1121397-93008,CNEY,CN ENERGY GROUP. INC.,NASDAQ Capital,4.00,"5,000,000",2/05/2021,"$20,000,000",Priced,,,,
1121399-93014,PXMD,"Kuvatris Therapeutics, Inc.",NASDAQ Capital,5.25,"1,545,454",8/26/2022,"$8,113,634",Priced,,,,
1121961-110637,ARTV,"Artiva Biotherapeutics, Inc.",NASDAQ Global,12.00,"13,920,000",7/19/2024,"$167,040,000",Priced,ARTV,"Artiva Biotherapeutics, Inc.",6/28/2024,"$167,040,000"
1121961-97116,,,,,,,,,,"Artiva Biotherapeutics, Inc.",4/08/2021,"$100,000,000"
1122022-95513,VOR,Vor Biopharma Inc.,NASDAQ Global Select,18.00,"9,828,017",2/05/2021,"$176,904,306",Priced,VOR,Vor Biopharma Inc.,1/15/2021,"$176,904,306"
1122064-93071,BAOS,Baosheng Media Group Holdings Ltd,NASDAQ Capital,5.00,"6,000,000",2/08/2021,"$30,000,000",Priced,,,,
1122240-100819,AUST,Austin Gold Corp.,NYSE MKT,4.00,"3,265,000",5/04/2022,"$13,060,000",Priced,AUST,Austin Gold Corp.,10/21/2021,"$13,060,000"
1122294-97655,JANX,"Janux Therapeutics, Inc.",NASDAQ Global,17.00,"11,400,000",6/11/2021,"$193,800,000",Priced,JANX,"Janux Therapeutics, Inc.",5/19/2021,"$193,800,000"
1123844-96148,GANX,"Gain Therapeutics, Inc.",NASDAQ Global,11.00,"3,636,364",3/18/2021,"$40,000,004",Priced,GANX,"Gain Therapeutics, Inc.",2/19/2021,"$40,000,004"
1124544-96665,,,,,,,,,,"4DMed, Ltd.",3/15/2021,"$400,000"
1125317-93473,BCACU,"Apexigen, Inc.",NASDAQ Capital,10.00,"5,000,000",1/29/2021,"$50,000,000",Priced,,,,
1125449-93499,UPC,Universe Pharmaceuticals INC,NASDAQ Global,5.00,"5,000,000",3/23/2021,"$25,000,000",Priced,,,,
1126214-93773,JAQCU,Jupiter Acquisition Corp,NASDAQ Capital,10.00,"15,000,000",8/13/2021,"$150,000,000",Priced,,,,
1126227-93779,JZXN,"Jiuzi Holdings, Inc.",NASDAQ Capital,5.00,"5,200,000",5/18/2021,"$26,000,000",Priced,,,,
1126419-95266,AFCG,Advanced Flower Capital Inc.,NASDAQ Global,19.00,"6,250,000",3/19/2021,"$118,750,000",Priced,,,,
